person_id,id,name,character,role,Column1
48004,tm142564,Kareena Kapoor Khan,Pia,ACTOR,25
38636,tm142564,Boman Irani,Viru 'Virus' Sahastrabudhhe,ACTOR,25
48004,tm73058,Kareena Kapoor Khan,Walks past on red carpet (uncredited),ACTOR,25
48004,tm36475,Kareena Kapoor Khan,Pooja “Poo” Sharma Raichand,ACTOR,25
48004,tm76835,Kareena Kapoor Khan,Geet,ACTOR,25
38636,tm30170,Boman Irani,DCP DeSilva / Vardhaan,ACTOR,25
48004,tm30170,Kareena Kapoor Khan,Kamini / Sonia,ACTOR,25
48004,tm29731,Kareena Kapoor Khan,Shruti Singh Chauhan,ACTOR,25
48004,tm93004,Kareena Kapoor Khan,Mira,ACTOR,25
38636,tm88366,Boman Irani,The Principal,ACTOR,25
48004,tm156575,Kareena Kapoor Khan,Sahir Khan's Heroine,ACTOR,25
38636,tm129971,Boman Irani,Dinaz Aziz,ACTOR,25
48004,tm129971,Kareena Kapoor Khan,Herself (uncredited),ACTOR,25
38636,tm77863,Boman Irani,Oscar Fernandez,ACTOR,25
38636,tm54147,Boman Irani,M,ACTOR,25
48004,tm152724,Kareena Kapoor Khan,Avantika Ahuja,ACTOR,25
38636,tm165809,Boman Irani,Dr. Bhalerao,ACTOR,25
48004,tm31335,Kareena Kapoor Khan,Ekta Kapoor,ACTOR,25
48004,tm98475,Kareena Kapoor Khan,Shreya,ACTOR,25
38636,tm96595,Boman Irani,Karan's Father,ACTOR,25
48004,tm154375,Kareena Kapoor Khan,Raina Khanna,ACTOR,25
38636,tm27484,Boman Irani,Rajeev Batra,ACTOR,25
48004,tm91125,Kareena Kapoor Khan,Neha Mehr,ACTOR,25
38636,tm101540,Boman Irani,Arman Ali,ACTOR,25
38636,tm75544,Boman Irani,Tony Singh,ACTOR,25
38636,tm183037,Boman Irani,Vardaan,ACTOR,25
48004,tm57610,Kareena Kapoor Khan,Rosie,ACTOR,25
38636,tm44615,Boman Irani,Deboo,ACTOR,25
48004,tm59289,Kareena Kapoor Khan,"Special Appearance in ""Chinta Ta Ta Chita Chita""  song",ACTOR,25
48004,tm48239,Kareena Kapoor Khan,Riana Braganza,ACTOR,25
38636,tm48239,Boman Irani,Mr. Kapoor,ACTOR,25
38636,tm172883,Boman Irani,Op Ramsay,ACTOR,25
48004,tm174518,Kareena Kapoor Khan,Divya S. Rana,ACTOR,25
48004,tm69915,Kareena Kapoor Khan,Mahi Arora,ACTOR,25
38636,tm147913,Boman Irani,Cherry Bajwa,ACTOR,25
48004,tm167342,Kareena Kapoor Khan,Yasmin Ahmed,ACTOR,25
48004,tm178513,Kareena Kapoor Khan,Herself,ACTOR,25
48004,tm177224,Kareena Kapoor Khan,Dia Sharma,ACTOR,25
48004,tm208713,Kareena Kapoor Khan,Sunaina,ACTOR,25
48004,tm201365,Kareena Kapoor Khan,Mary,ACTOR,25
48004,tm240162,Kareena Kapoor Khan,Preet Sahani,ACTOR,25
38636,tm272854,Boman Irani,Karan Pratap Singh,ACTOR,25
38636,tm246810,Boman Irani,Santa,ACTOR,25
38636,tm366590,Boman Irani,Ruby's father / Dr. Asthana,ACTOR,25
38636,tm326704,Boman Irani,Himanshu Shukla,ACTOR,25
38636,tm366245,Boman Irani,Irfan,ACTOR,25
38636,tm494847,Boman Irani,Dr. Vardhi,ACTOR,25
38636,tm881984,Boman Irani,Himself,ACTOR,25
38636,tm854786,Boman Irani,Show judge #1,ACTOR,25
38636,tm473502,Boman Irani,Farokh Engineer,ACTOR,25
38632,tm67635,Shah Rukh Khan,Rahul Khanna,ACTOR,23
38632,tm55100,Shah Rukh Khan,Amarkanth Varma,ACTOR,23
38632,tm58893,Shah Rukh Khan,Bablu Chaudhary / Manu Dada,ACTOR,23
38632,tm118438,Shah Rukh Khan,Vijay Agnihotri,ACTOR,23
38632,tm27601,Shah Rukh Khan,Ajay Bakshi,ACTOR,23
38632,tm73058,Shah Rukh Khan,Om Prakash Makhija / Om Kapoor,ACTOR,23
38632,tm36475,Shah Rukh Khan,Rahul Raichand,ACTOR,23
38632,tm144345,Shah Rukh Khan,Aman Mathur,ACTOR,23
38632,tm82765,Shah Rukh Khan,Mohan Bhargav,ACTOR,23
38632,tm30170,Shah Rukh Khan,Don / Vijay,ACTOR,23
38632,tm141117,Shah Rukh Khan,Raj Mathur,ACTOR,23
38632,tm23441,Shah Rukh Khan,Dev Saran,ACTOR,23
38632,tm88366,Shah Rukh Khan,Major Ram Prasad Sharma,ACTOR,23
38632,tm156575,Shah Rukh Khan,Sahir Khan,ACTOR,23
38632,tm164389,Shah Rukh Khan,Kishanlal / Ghost,ACTOR,23
38632,tm129971,Shah Rukh Khan,Himself (uncredited),ACTOR,23
38632,tm183037,Shah Rukh Khan,Don,ACTOR,23
38632,tm178513,Shah Rukh Khan,Himself,ACTOR,23
38632,tm176481,Shah Rukh Khan,Rahul Mithaiwala,ACTOR,23
38632,tm365824,Shah Rukh Khan,Bauaa Singh,ACTOR,23
38632,tm307751,Shah Rukh Khan,Harinder Singh Nehra,ACTOR,23
38632,tm885470,Shah Rukh Khan,Shah Rukh Khan,ACTOR,23
38632,tm475815,Shah Rukh Khan,Narrator,ACTOR,23
138,ts12787,Takahiro Sakurai,Suzaku Kururugi (voice),ACTOR,21
138,tm60844,Takahiro Sakurai,Griffith,ACTOR,21
138,tm38064,Takahiro Sakurai,Griffith,ACTOR,21
138,tm167944,Takahiro Sakurai,Griffith (voice),ACTOR,21
138,ts76743,Takahiro Sakurai,Joe Okada (voice),ACTOR,21
138,ts35201,Takahiro Sakurai,Isshiki Satoshi,ACTOR,21
138,ts38758,Takahiro Sakurai,Tosaki (voice),ACTOR,21
138,ts82228,Takahiro Sakurai,Helper T Saibou,ACTOR,21
138,tm241990,Takahiro Sakurai,Killy (voice),ACTOR,21
138,tm315584,Takahiro Sakurai,Metphies (voice),ACTOR,21
138,tm425138,Takahiro Sakurai,Metphies (voice),ACTOR,21
138,tm363231,Takahiro Sakurai,Metphies,ACTOR,21
138,ts82127,Takahiro Sakurai,Mikhail,ACTOR,21
138,ts85480,Takahiro Sakurai,Spencer (voice),ACTOR,21
138,ts87473,Takahiro Sakurai,Ryô (voice),ACTOR,21
138,ts218890,Takahiro Sakurai,Niko (voice),ACTOR,21
138,ts84639,Takahiro Sakurai,Doujima Mikio,ACTOR,21
138,ts217045,Takahiro Sakurai,Bill Weinberg (voice),ACTOR,21
138,ts222438,Takahiro Sakurai,Franz (voice),ACTOR,21
138,ts269881,Takahiro Sakurai,Poseidon (voice),ACTOR,21
138,ts343492,Takahiro Sakurai,Yoshida (voice),ACTOR,21
6958,tm94651,Amitabh Bachchan,Vijay Varma,ACTOR,20
6958,tm159912,Amitabh Bachchan,Vijay Dinanath Chavan,ACTOR,20
69034,tm348735,Paresh Rawal,Girja Shankar,ACTOR,20
69034,tm27601,Paresh Rawal,Mohan Joshi,ACTOR,20
69034,tm340430,Paresh Rawal,Paresh,ACTOR,20
69034,tm334788,Paresh Rawal,,ACTOR,20
6958,tm43399,Amitabh Bachchan,Narrator,ACTOR,20
6958,tm73058,Amitabh Bachchan,Self (uncredited),ACTOR,20
12022,tm73058,Priyanka Chopra Jonas,"Self, special appearance in ""Deewangi Deewangi""  (uncredited)",ACTOR,20
6958,tm36475,Amitabh Bachchan,Yashvardhan “Yash” Raichand,ACTOR,20
6958,tm29269,Amitabh Bachchan,Narrator,ACTOR,20
69034,tm83175,Paresh Rawal,Dr. Ghungroo,ACTOR,20
69034,tm22540,Paresh Rawal,Baburao Ganpatrao Apte,ACTOR,20
12022,tm30170,Priyanka Chopra Jonas,Roma,ACTOR,20
69034,tm29731,Paresh Rawal,Gundya,ACTOR,20
12022,tm44530,Priyanka Chopra Jonas,Meghna Mathur,ACTOR,20
69034,tm39557,Paresh Rawal,Vaghmare,ACTOR,20
12022,tm33729,Priyanka Chopra Jonas,Arjun Bajaj's Daughter (Guest Appearance),ACTOR,20
69034,tm111226,Paresh Rawal,Manilal Patel,ACTOR,20
6958,tm23441,Amitabh Bachchan,Samarjit 'Sam' Talwar,ACTOR,20
12022,tm156575,Priyanka Chopra Jonas,Sahir Khan's Heroine,ACTOR,20
6958,tm164389,Amitabh Bachchan,Gadariya (Special Appearance),ACTOR,20
12022,tm149209,Priyanka Chopra Jonas,Sweety,ACTOR,20
12022,tm54147,Priyanka Chopra Jonas,Neha,ACTOR,20
6958,tm146887,Amitabh Bachchan,Dadaji,ACTOR,20
12022,tm165809,Priyanka Chopra Jonas,Simmi Ahuja,ACTOR,20
69034,tm43179,Paresh Rawal,Lucky's father / Gogi Bhai / Dr. Handa,ACTOR,20
6958,tm84316,Amitabh Bachchan,Defence Lawyer Dhingra,ACTOR,20
12022,tm148041,Priyanka Chopra Jonas,Anjali / Vishakha / Kajal / Hansa / Mallika / Pooja / Rajni / Nandini / Bhavna / Jhankhana / Sanjna / Chandrika,ACTOR,20
69034,tm35652,Paresh Rawal,Tukaram Patil,ACTOR,20
6958,tm96595,Amitabh Bachchan,Col. Sunil Damle,ACTOR,20
69034,tm85369,Paresh Rawal,Hemu Patel,ACTOR,20
69034,tm130999,Paresh Rawal,Raj Chopra,ACTOR,20
12022,tm68436,Priyanka Chopra Jonas,Jhilmil Chatterjee,ACTOR,20
12022,tm179451,Priyanka Chopra Jonas,Susanna Anna-Marie Johannes,ACTOR,20
12022,tm183037,Priyanka Chopra Jonas,Roma,ACTOR,20
69034,tm47171,Paresh Rawal,Kanjibhai,ACTOR,20
6958,tm172353,Amitabh Bachchan,Vijju,ACTOR,20
6958,tm34142,Amitabh Bachchan,Sarjeroa Gaikwad,ACTOR,20
12022,tm151927,Priyanka Chopra Jonas,Mary Kom,ACTOR,20
6958,tm167342,Amitabh Bachchan,Dwarka Anand,ACTOR,20
12022,tm178513,Priyanka Chopra Jonas,Herself (uncredited),ACTOR,20
6958,tm178513,Amitabh Bachchan,Himself,ACTOR,20
69034,tm158546,Paresh Rawal,Yogi,ACTOR,20
12022,ts36545,Priyanka Chopra Jonas,Alex Parrish,ACTOR,20
12022,tm208628,Priyanka Chopra Jonas,Ayesha Mehra,ACTOR,20
6958,tm233366,Amitabh Bachchan,John Biswas,ACTOR,20
69034,tm211424,Paresh Rawal,Dharam Pal,ACTOR,20
211560,tm236705,Raúl Campos,,DIRECTOR,20
211560,tm244079,Raúl Campos,,DIRECTOR,20
211560,tm295349,Raúl Campos,,DIRECTOR,20
6958,tm66466,Amitabh Bachchan,Pandit Omkarnath Dhar,ACTOR,20
211560,tm275726,Raúl Campos,,DIRECTOR,20
69034,tm366590,Paresh Rawal,Sunil Dutt,ACTOR,20
6958,tm313424,Amitabh Bachchan,Self,ACTOR,20
69034,tm409456,Paresh Rawal,Pimp,ACTOR,20
211560,tm407318,Raúl Campos,,DIRECTOR,20
211560,tm371622,Raúl Campos,,DIRECTOR,20
211560,tm354136,Raúl Campos,,DIRECTOR,20
211560,tm408257,Raúl Campos,,DIRECTOR,20
211560,tm426367,Raúl Campos,,DIRECTOR,20
211560,tm367105,Raúl Campos,,DIRECTOR,20
211560,tm305227,Raúl Campos,,DIRECTOR,20
211560,tm370781,Raúl Campos,,DIRECTOR,20
211560,tm369453,Raúl Campos,,DIRECTOR,20
211560,tm358188,Raúl Campos,,DIRECTOR,20
211560,tm414746,Raúl Campos,,DIRECTOR,20
211560,tm376709,Raúl Campos,,DIRECTOR,20
211560,tm416134,Raúl Campos,,DIRECTOR,20
211560,tm320949,Raúl Campos,,DIRECTOR,20
211560,tm369452,Raúl Campos,,DIRECTOR,20
12022,tm974366,Priyanka Chopra Jonas,Ms. Granada,ACTOR,20
12022,tm493511,Priyanka Chopra Jonas,Aditi Chaudhary,ACTOR,20
6958,tm458328,Amitabh Bachchan,Badal Gupta,ACTOR,20
69034,tm494847,Paresh Rawal,Tanmay Shah,ACTOR,20
69034,tm373452,Paresh Rawal,,ACTOR,20
6958,tm847805,Amitabh Bachchan,his voice (Cameo),ACTOR,20
12022,tm949309,Priyanka Chopra Jonas,Pinky Madam,ACTOR,20
12022,tm1130995,Priyanka Chopra Jonas,Herself,ACTOR,20
211560,tm1124066,Raúl Campos,,DIRECTOR,20
61013,tm157603,Aamir Khan,Raja Prasad,ACTOR,19
1345,tm157603,Anupam Kher,Hazari Prasad,ACTOR,19
1345,tm67635,Anupam Kher,Principal Malhotra,ACTOR,19
1345,tm117873,Anupam Kher,Prof. Siddharth Chaudhary,ACTOR,19
61013,tm62176,Aamir Khan,Karan Dev Singh,ACTOR,19
61013,tm184326,Aamir Khan,Himself,ACTOR,19
1345,tm256669,Anupam Kher,,ACTOR,19
1345,tm314602,Anupam Kher,Oberoi,ACTOR,19
61013,tm142564,Aamir Khan,Rancho,ACTOR,19
30778,ts21740,Junichi Suwabe,Undertaker,ACTOR,19
11283,ts21740,Yuki Kaji,Finny,ACTOR,19
61013,tm43399,Aamir Khan,Bhuvan,ACTOR,19
30778,ts25765,Junichi Suwabe,Akatsuki Kain,ACTOR,19
61013,tm83786,Aamir Khan,Ram Shankar Nikumbh,ACTOR,19
61013,tm83786,Aamir Khan,,DIRECTOR,19
26948,tm86051,Nawazuddin Siddiqui,Asgar Mukadam,ACTOR,19
61013,tm32885,Aamir Khan,Daljit 'DJ' Singh,ACTOR,19
1345,tm32885,Anupam Kher,Rajnath Singhania,ACTOR,19
61013,tm61056,Aamir Khan,Akash,ACTOR,19
1345,tm29731,Anupam Kher,Jeetu's Father,ACTOR,19
1345,tm145243,Anupam Kher,Ram Mehra,ACTOR,19
1345,tm164389,Anupam Kher,Bhanwarlal,ACTOR,19
61013,tm129971,Aamir Khan,Himself (uncredited),ACTOR,19
26948,tm80455,Nawazuddin Siddiqui,Chhaila,ACTOR,19
61013,tm184732,Aamir Khan,Arun,ACTOR,19
26948,tm134407,Nawazuddin Siddiqui,Band Singer,ACTOR,19
61013,tm368679,Aamir Khan,Himself,ACTOR,19
1345,tm36636,Anupam Kher,Mr. Joshi,ACTOR,19
26948,tm102848,Nawazuddin Siddiqui,Rakesh,ACTOR,19
11283,tm60844,Yuki Kaji,Judeau,ACTOR,19
11283,ts27586,Yuki Kaji,Alibaba Saluja,ACTOR,19
30778,ts22249,Junichi Suwabe,Aomine Daiki,ACTOR,19
11283,tm38064,Yuki Kaji,Judeau,ACTOR,19
61013,tm177258,Aamir Khan,"Special Appearance in ""I Hate You (Like I Love You)"" Song",ACTOR,19
26948,tm35700,Nawazuddin Siddiqui,Gopi Jadav,ACTOR,19
61013,tm57610,Aamir Khan,Surjan Singh Sekhawat,ACTOR,19
26948,tm57610,Nawazuddin Siddiqui,Tehmur,ACTOR,19
1345,tm172883,Anupam Kher,Kabir Malhotra,ACTOR,19
1345,tm74031,Anupam Kher,,ACTOR,19
1345,tm182026,Anupam Kher,,ACTOR,19
11283,ts20682,Yuki Kaji,Eren Yeager (voice),ACTOR,19
11283,ts314002,Yuki Kaji,Meliodas (voice),ACTOR,19
61013,tm147913,Aamir Khan,PK,ACTOR,19
11283,tm167944,Yuki Kaji,Judeau (voice),ACTOR,19
26948,tm178513,Nawazuddin Siddiqui,Purandar,ACTOR,19
61013,tm178513,Aamir Khan,Himself,ACTOR,19
1345,tm177224,Anupam Kher,Latesh Bhai,ACTOR,19
30778,ts35201,Junichi Suwabe,Hayama Akira,ACTOR,19
11283,tm245271,Yuki Kaji,Kei Kurono (voice),ACTOR,19
26948,tm239739,Nawazuddin Siddiqui,Raman,ACTOR,19
61013,tm208628,Aamir Khan,Pluto Mehra (voice),ACTOR,19
26948,tm233366,Nawazuddin Siddiqui,Martin Das,ACTOR,19
590250,tm236705,Jan Suter,,DIRECTOR,19
590250,tm244079,Jan Suter,,DIRECTOR,19
590250,tm295349,Jan Suter,,DIRECTOR,19
590250,tm275726,Jan Suter,,DIRECTOR,19
11283,ts77518,Yuki Kaji,Nishikata (voice),ACTOR,19
11283,ts79157,Yuki Kaji,Kokuu (voice),ACTOR,19
11283,tm315584,Yuki Kaji,Adam Bindewald (voice),ACTOR,19
30778,tm315584,Junichi Suwabe,Mulu-Elu Galu-Gu (voice),ACTOR,19
11283,tm425138,Yuki Kaji,Adam Bindewald (voice),ACTOR,19
1345,ts58297,Anupam Kher,Stanley D'Mello,ACTOR,19
26948,ts80959,Nawazuddin Siddiqui,Ganesh Gaitonde,ACTOR,19
30778,ts57811,Junichi Suwabe,Saber of Black : Siegfried,ACTOR,19
11283,tm363231,Yuki Kaji,Adam Bindewald,ACTOR,19
30778,tm363231,Junichi Suwabe,Mulu-Elu Galu-Gu,ACTOR,19
61013,tm307776,Aamir Khan,Shakti Kumar,ACTOR,19
30778,ts82181,Junichi Suwabe,Mandarin Kinoshita,ACTOR,19
30778,ts80090,Junichi Suwabe,Ajino Sousuke,ACTOR,19
11283,tm374845,Yuki Kaji,Meliodas (voice),ACTOR,19
26948,tm313712,Nawazuddin Siddiqui,"Daya Shankar ""DK"" Kapoor",ACTOR,19
1345,tm307761,Anupam Kher,Kakka,ACTOR,19
26948,tm409456,Nawazuddin Siddiqui,Saadat Hasan Manto,ACTOR,19
26948,tm307774,Nawazuddin Siddiqui,Two-Headed Bashir Alexander (Guest Appearance),ACTOR,19
1345,tm363878,Anupam Kher,Tariq Ali,ACTOR,19
30778,tm273600,Junichi Suwabe,Daiki Aomine (voice),ACTOR,19
11283,ts80084,Yuki Kaji,Haruto Okonogi (voice),ACTOR,19
30778,ts80084,Junichi Suwabe,Hiroki Ikushima (voice),ACTOR,19
1345,tm309115,Anupam Kher,Om Prakash Shukla,ACTOR,19
590250,tm407318,Jan Suter,,DIRECTOR,19
1345,tm321073,Anupam Kher,Bakshi,ACTOR,19
590250,tm371622,Jan Suter,,DIRECTOR,19
590250,tm354136,Jan Suter,,DIRECTOR,19
590250,tm408257,Jan Suter,,DIRECTOR,19
590250,tm426367,Jan Suter,,DIRECTOR,19
590250,tm367105,Jan Suter,,DIRECTOR,19
590250,tm305227,Jan Suter,,DIRECTOR,19
590250,tm370781,Jan Suter,,DIRECTOR,19
590250,tm369453,Jan Suter,,DIRECTOR,19
590250,tm358188,Jan Suter,,DIRECTOR,19
590250,tm414746,Jan Suter,,DIRECTOR,19
590250,tm376709,Jan Suter,,DIRECTOR,19
590250,tm416134,Jan Suter,,DIRECTOR,19
590250,tm320949,Jan Suter,,DIRECTOR,19
590250,tm369452,Jan Suter,,DIRECTOR,19
11283,ts221749,Yuki Kaji,13 (voice),ACTOR,19
26948,tm450375,Nawazuddin Siddiqui,Balasaheb Thackeray,ACTOR,19
30778,ts306090,Junichi Suwabe,Laurent Thierry (voice),ACTOR,19
11283,tm467848,Yuki Kaji,Danpa (voice),ACTOR,19
30778,ts218890,Junichi Suwabe,Gibbs (voice),ACTOR,19
26948,tm933826,Nawazuddin Siddiqui,Ayyan Mani,ACTOR,19
26948,tm918043,Nawazuddin Siddiqui,Inspector Jatil Yadav,ACTOR,19
26948,tm450462,Nawazuddin Siddiqui,Singaar 'Singaaram' Singh,ACTOR,19
30778,ts217045,Junichi Suwabe,Zachs Cromwell (voice),ACTOR,19
61013,tm455981,Aamir Khan,Himself,ACTOR,19
30778,ts222438,Junichi Suwabe,Kashim (voice),ACTOR,19
26948,tm492043,Nawazuddin Siddiqui,Pushpinder Tyagi,ACTOR,19
26948,tm926528,Nawazuddin Siddiqui,Self (voice),ACTOR,19
11283,tm1137051,Yuki Kaji,Kai (voice),ACTOR,19
30778,ts269881,Junichi Suwabe,Hermes (voice),ACTOR,19
30778,ts341767,Junichi Suwabe,Isamu Tamaru (voice),ACTOR,19
30778,ts290643,Junichi Suwabe,Josh (voice),ACTOR,19
30778,tm880822,Junichi Suwabe,Kenneth Sleg (voice),ACTOR,19
11283,tm1065041,Yuki Kaji,Meliodas / Zeldris (voice),ACTOR,19
14176,tm52815,Om Puri,David Brown,ACTOR,18
45436,tm12876,Nassar,Narayanan Pillai,ACTOR,18
45436,tm47530,Nassar,Nachiappan / Pechiappan Rajamani,ACTOR,18
45436,tm192301,Nassar,Guru,ACTOR,18
45436,tm110160,Nassar,Bhai,ACTOR,18
15921,tm80906,Fred Armisen,Tino,ACTOR,18
15921,tm101249,Fred Armisen,Russian Lawyer,ACTOR,18
15921,tm22294,Fred Armisen,Gustave,ACTOR,18
6821,tm97544,Fred Tatasciore,Garn (voice),ACTOR,18
14176,tm32885,Om Puri,Amanullah Khan,ACTOR,18
14176,tm83175,Om Puri,Narrator (uncredited),ACTOR,18
45436,tm129763,Nassar,Kandasamy Padayachi,ACTOR,18
14176,tm30170,Om Puri,Vishal Malik,ACTOR,18
14176,tm29731,Om Puri,Prabhat Singh Chauhan,ACTOR,18
64201,tm101609,Ajay Devgn,Sooraj Kumar,ACTOR,18
64201,tm93004,Ajay Devgn,Michael Mukherjee,ACTOR,18
14176,tm93004,Om Puri,Prosonjit Bannerjee,ACTOR,18
14176,tm111226,Om Puri,Mafia Don,ACTOR,18
14176,tm156575,Om Puri,Sahukaar Daamchand,ACTOR,18
14176,tm152724,Om Puri,Naseer Ahmed,ACTOR,18
64201,tm96168,Ajay Devgn,Sultan Mirza,ACTOR,18
14176,tm146887,Om Puri,Madangopal,ACTOR,18
64201,tm31335,Ajay Devgn,Gopal,ACTOR,18
64201,tm170169,Ajay Devgn,Kali Pratap Singh,ACTOR,18
14176,tm96595,Om Puri,Sub. Maj. Pritam Singh,ACTOR,18
64201,tm114504,Ajay Devgn,Bhagat K. Singh,ACTOR,18
14176,tm27484,Om Puri,Sanjeev Gill,ACTOR,18
64201,tm164591,Ajay Devgn,Ajay Shastri,ACTOR,18
64201,tm130301,Ajay Devgn,Amit Kumar,ACTOR,18
6821,tm171885,Fred Tatasciore,Panda Dad / Gorilla Guard 2 (voice),ACTOR,18
15921,tm168921,Fred Armisen,Brainy  Smurf (voice),ACTOR,18
64201,tm164353,Ajay Devgn,Bajirao Singham,ACTOR,18
14176,tm183037,Om Puri,Malik,ACTOR,18
45436,tm59289,Nassar,Baapji,ACTOR,18
14176,tm47171,Om Puri,Hanif Qureshi,ACTOR,18
45436,tm54371,Nassar,Gaurav,ACTOR,18
14176,tm39606,Om Puri,Chaudhary,ACTOR,18
45436,tm70652,Nassar,Veerakathi,ACTOR,18
45436,tm30278,Nassar,DGP,ACTOR,18
15921,tm166628,Fred Armisen,Brainy Smurf (voice),ACTOR,18
64201,tm167342,Ajay Devgn,Manav Raghvendra,ACTOR,18
14176,tm169054,Om Puri,Balli,ACTOR,18
64201,tm171891,Ajay Devgn,Fake Ravi,ACTOR,18
45436,tm179248,Nassar,Somayajulu,ACTOR,18
45436,tm137002,Nassar,Bijjaladeva,ACTOR,18
6821,tm120108,Fred Tatasciore,Master Bear (voice),ACTOR,18
6821,tm239743,Fred Tatasciore,Carny Owner (voice),ACTOR,18
6821,ts53249,Fred Tatasciore,AAARRRGGHH!!! (voice),ACTOR,18
6821,tm233616,Fred Tatasciore,Hulk,ACTOR,18
6821,ts55559,Fred Tatasciore,Bang (voice),ACTOR,18
6821,tm266628,Fred Tatasciore,,ACTOR,18
64201,tm218052,Ajay Devgn,Vijay Salgaonkar,ACTOR,18
15921,tm242755,Fred Armisen,Gary,ACTOR,18
64201,tm233015,Ajay Devgn,Muazzam,ACTOR,18
14176,tm540757,Om Puri,Tukaram,ACTOR,18
14176,tm219699,Om Puri,,ACTOR,18
45436,tm242906,Nassar,Doctor,ACTOR,18
15921,ts75879,Fred Armisen,Elliot Birch (voice),ACTOR,18
45436,tm221953,Nassar,Bijjaladeva,ACTOR,18
6821,tm323634,Fred Tatasciore,AXL (Voice),ACTOR,18
15921,tm321224,Fred Armisen,Himself,ACTOR,18
6821,tm429208,Fred Tatasciore,Police Robots / Robot Podium / Announcer (voice),ACTOR,18
15921,tm370628,Fred Armisen,The Drummer,ACTOR,18
6821,tm418039,Fred Tatasciore,Hulk (voice),ACTOR,18
64201,tm307767,Ajay Devgn,Bhavani Singh,ACTOR,18
64201,tm368441,Ajay Devgn,Vishwas,ACTOR,18
15921,tm285329,Fred Armisen,The Driver,ACTOR,18
15921,tm279017,Fred Armisen,Peter Salanz,ACTOR,18
6821,tm361312,Fred Tatasciore,Bang (voice),ACTOR,18
45436,tm242887,Nassar,,ACTOR,18
15921,tm885775,Fred Armisen,Robert Durst / Robertina Durst,ACTOR,18
6821,tm524282,Fred Tatasciore,Peace Day Host / Comms Officer / Ham V.O. / Alien Guard / Man (voice,ACTOR,18
45436,tm678851,Nassar,Panicker,ACTOR,18
45436,tm933826,Nassar,Dr. Arvind Acharya,ACTOR,18
15921,tm918853,Fred Armisen,Mr. Franks,ACTOR,18
15921,tm947555,Fred Armisen,Scooter,ACTOR,18
64201,tm463762,Ajay Devgn,Venkata Rama Raju,ACTOR,18
15921,tm370144,Fred Armisen,Deborahbot 5000 (voice),ACTOR,18
15921,tm1120543,Fred Armisen,Darren Eigen,ACTOR,18
6821,tm456513,Fred Tatasciore,Zombie Vocal,ACTOR,18
15921,tm983723,Fred Armisen,Self,ACTOR,18
6821,tm1003034,Fred Tatasciore,Additional Voices (voice),ACTOR,18
64201,tm857461,Ajay Devgn,Rahim Lala,ACTOR,18
15921,ts317422,Fred Armisen,(voice),ACTOR,18
64201,tm466544,Ajay Devgn,Bajirao Singham,ACTOR,18
6821,tm963182,Fred Tatasciore,,ACTOR,18
45436,tm859256,Nassar,Judge,ACTOR,18
45436,tm855340,Nassar,M. Karuna,ACTOR,18
6821,tm1006127,Fred Tatasciore,Jeromio/The Beast/Muscly Farmer/Barn Folk/Doorman (voice),ACTOR,18
6821,tm1102410,Fred Tatasciore,,ACTOR,18
11474,tm127384,Eric Idle,Dead Collector / Peasant 1 / Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot / First Swamp Castle Guard / Concorde / Roger the Shrubber / Brother Maynard,ACTOR,17
11475,tm127384,Terry Jones,Dennis's Mother / Sir Bedevere / Left Head / Prince Herbert / Voice of Cartoon Scribe,ACTOR,17
11475,tm127384,Terry Jones,Themselves (uncredited),ACTOR,17
11475,tm127384,Terry Jones,,DIRECTOR,17
11475,ts22164,Terry Jones,Various,ACTOR,17
11474,ts22164,Eric Idle,Various,ACTOR,17
11474,tm70993,Eric Idle,Mr. Cheeky / Stan 'Loretta' / Harry the Haggler / Culprit Woman / Warris / Intensely Dull Youth / Jailer's Assistant / Otto / Lead Singer Crucifee,ACTOR,17
11475,tm70993,Terry Jones,Mandy Cohen / Colin / Simon the Holy Man / Bob Hoskins / Saintly Passer-by / Alarmed Crucifixion Assistant,ACTOR,17
11475,tm70993,Terry Jones,,DIRECTOR,17
11474,ts45948,Eric Idle,Various Characters,ACTOR,17
11475,ts45948,Terry Jones,Various Characters,ACTOR,17
11474,tm62924,Eric Idle,Various Roles,ACTOR,17
11475,tm62924,Terry Jones,Various Roles,ACTOR,17
11474,tm133914,Eric Idle,Himself,ACTOR,17
11475,tm133914,Terry Jones,Himself,ACTOR,17
11474,tm57169,Eric Idle,Self,ACTOR,17
11475,tm57169,Terry Jones,Self,ACTOR,17
11474,tm34391,Eric Idle,Himself,ACTOR,17
11475,tm34391,Terry Jones,Himself,ACTOR,17
31988,tm255589,Robb Wells,,ACTOR,17
65831,tm255589,John Paul Tremblay,,ACTOR,17
65831,ts22267,John Paul Tremblay,Julian,ACTOR,17
31988,ts22267,Robb Wells,Richard 'Ricky' LaFleur,ACTOR,17
14143,ts19036,Kari Wahlgren,Chloe Carmichael (voice),ACTOR,17
11474,ts23808,Eric Idle,Himself,ACTOR,17
11475,ts23808,Terry Jones,Himself,ACTOR,17
31988,tm22636,Robb Wells,Ricky,ACTOR,17
65831,tm22636,John Paul Tremblay,Julian,ACTOR,17
65831,tm138497,John Paul Tremblay,Julian,ACTOR,17
31988,tm138497,Robb Wells,Ricky,ACTOR,17
